disp_id,client_id,account_id,branch_district_id,frequency,creation,num_clients,account_age,client_district_id,sex,birthdate,age,card_type,card_issue,num_salaries,average_salary,recent_balance,household_payments,payment_for_statement_counter,insurrance_payments,sanction_payment_counter,old_age_pensions,month_balance,3_month_balance,6_month_balance,12_month_balance
11578,11886,9656,61,monthly issuance,1993-11-14,1,3,61,Female,1941-09-13,55,,,18.0,1047.2611111111107,36472.9,17.0,17.0,0.0,0.0,0.0,109258.9,93641.4,93202.7,10372.2
11670,11978,9731,54,issuance after transaction,1994-12-01,2,2,54,Male,1971-10-09,25,,,11.0,464.3636363636364,34054.0,8.0,7.0,0.0,0.0,0.0,37510.8,35373.4,40812.3,
11695,12003,9750,74,monthly issuance,1994-05-16,1,2,74,Male,1976-06-23,20,,,8.0,3186.0875000000015,26488.7,0.0,5.0,0.0,5.0,0.0,1324.4,63725.9,82784.6,
11742,12050,9790,52,monthly issuance,1995-11-09,2,1,52,Male,1943-05-30,53,classic,1996-05-31,8.0,4316.1875,34729.5,8.0,7.0,8.0,0.0,0.0,30344.1,34650.9,19231.8,
11771,12079,9814,64,weekly issuance,1995-01-19,1,1,64,Female,1972-08-12,24,,,20.0,150.4649999999994,3609.3,0.0,16.0,0.0,0.0,0.0,23184.8,44952.8,28678.9,41738.5
11787,12095,9828,11,monthly issuance,1993-05-20,1,3,47,Male,1939-02-27,57,,,22.0,38.57272727272721,48720.6,0.0,18.0,0.0,0.0,0.0,60182.7,57330.0,68046.5,61759.4
11794,12102,9833,20,monthly issuance,1993-07-24,1,3,21,Female,1968-09-07,28,,,9.0,-953.9888888888898,41330.1,6.0,5.0,0.0,0.0,0.0,36694.6,51813.5,65832.0,
11836,12144,9869,12,monthly issuance,1993-08-21,2,3,2,Male,1980-11-23,16,,,18.0,1383.7833333333335,47992.1,14.0,14.0,0.0,0.0,0.0,34732.7,54490.0,41564.0,49334.0
11873,12181,9897,1,monthly issuance,1995-03-04,1,1,1,Male,1961-08-19,35,,,6.0,1792.8499999999997,29138.1,2.0,2.0,3.0,0.0,0.0,29629.2,63482.1,18381.0,
11912,12220,9928,60,monthly issuance,1995-11-09,2,1,60,Female,1971-11-12,25,,,8.0,3771.0499999999997,42242.2,5.0,5.0,0.0,0.0,0.0,49806.9,42842.4,42507.8,
11995,12303,10001,24,monthly issuance,1995-05-28,1,1,24,Female,1974-04-05,22,,,13.0,1957.0461538461536,50167.6,0.0,9.0,0.0,0.0,0.0,38430.9,56473.1,56832.8,41624.2
12017,12325,10019,8,monthly issuance,1995-06-15,1,1,8,Male,1964-10-30,32,,,15.0,557.4866666666671,34212.3,0.0,12.0,0.0,0.0,0.0,24904.5,30584.0,14285.8,51972.6
12088,12396,10079,62,monthly issuance,1993-05-06,2,3,62,Female,1970-01-17,26,,,10.0,41.77999999999956,39310.2,0.0,10.0,0.0,0.0,0.0,76356.6,65543.8,93535.1,
12108,12416,10093,1,weekly issuance,1994-07-01,2,2,1,Male,1973-05-30,23,,,15.0,-86.82000000000019,39874.7,11.0,11.0,12.0,0.0,0.0,57438.2,52487.7,49885.9,96380.6
12124,12432,10105,55,monthly issuance,1993-04-28,1,3,55,Male,1965-03-07,31,,,15.0,154.21333333333314,41917.2,0.0,9.0,0.0,0.0,0.0,77424.4,80207.6,75348.7,30508.0
12156,12464,10131,1,monthly issuance,1993-11-27,1,3,39,Male,1959-12-17,37,,,5.0,5932.5599999999995,30662.8,0.0,0.0,0.0,0.0,0.0,33445.6,31204.6,,
12317,12625,10266,54,monthly issuance,1993-06-10,1,3,54,Male,1958-12-07,38,,,6.0,1945.3000000000004,41954.8,1.0,0.0,0.0,0.0,0.0,41755.6,35990.4,30283.0,
12354,12662,10297,14,monthly issuance,1996-01-19,1,0,14,Male,1953-06-01,43,,,9.0,1060.111111111111,31168.0,6.0,5.0,0.0,0.0,0.0,35615.0,33925.9,59725.9,
12387,12695,10320,68,monthly issuance,1993-07-11,1,3,68,Male,1979-03-16,17,,,5.0,13283.9,67219.5,1.0,0.0,0.0,0.0,0.0,61512.4,39821.3,,
12446,12754,10364,55,monthly issuance,1993-01-17,2,3,55,Male,1960-08-20,36,,,9.0,3721.1444444444446,49083.3,5.0,5.0,0.0,0.0,0.0,46512.7,45116.8,48442.4,
12502,12810,10411,39,issuance after transaction,1995-11-23,1,1,39,Male,1964-10-14,32,gold,1996-07-03,12.0,-4871.241666666666,8357.1,6.0,6.0,6.0,0.0,0.0,7273.5,4686.3,32507.6,46700.0
12532,12840,10436,60,monthly issuance,1996-03-21,1,0,60,Male,1939-07-27,57,,,6.0,5901.466666666667,36208.8,0.0,1.0,0.0,0.0,0.0,34983.7,30149.0,800.0,
12535,12843,10439,66,monthly issuance,1993-11-21,1,3,66,Male,1953-05-05,43,,,6.0,3503.8666666666663,21323.2,1.0,2.0,0.0,0.0,0.0,46306.4,59086.1,300.0,
12536,12844,10440,72,monthly issuance,1993-09-13,1,3,45,Male,1946-10-15,50,,,21.0,433.9333333333333,16878.6,17.0,17.0,0.0,0.0,0.0,21493.3,22919.2,17033.9,27090.2
12551,12859,10451,1,monthly issuance,1993-08-29,1,3,1,Female,1976-05-21,20,,,15.0,233.49333333333342,18439.4,11.0,11.0,11.0,0.0,0.0,28842.6,18893.9,30212.0,57707.2
12635,12943,10520,55,issuance after transaction,1995-10-24,1,1,55,Male,1970-10-12,26,gold,1996-07-17,13.0,2097.430769230769,58638.6,0.0,1.0,0.0,0.0,0.0,27869.7,32546.2,31260.9,47082.0
12763,13071,10630,41,monthly issuance,1995-01-15,1,1,41,Male,1956-02-18,40,,,4.0,7843.549999999999,44644.2,1.0,0.0,0.0,0.0,0.0,45357.5,32283.0,,
12805,13113,10663,11,monthly issuance,1993-12-08,1,3,11,Male,1976-11-25,20,,,22.0,3165.95,69850.9,18.0,17.0,0.0,0.0,0.0,75950.2,75522.9,47140.7,58655.9
12882,13190,10728,71,monthly issuance,1994-12-23,1,2,71,Male,1956-11-28,40,,,14.0,1203.6785714285713,37180.5,10.0,10.0,0.0,0.0,0.0,34416.7,34287.4,39511.2,51617.0
12893,13201,10738,45,weekly issuance,1993-04-17,1,3,31,Male,1937-05-17,59,,,20.0,473.475,9669.5,16.0,16.0,0.0,0.0,0.0,60705.4,11306.1,12992.6,25220.3
12923,13231,10762,1,monthly issuance,1995-10-23,1,1,1,Male,1959-07-01,37,,,10.0,3193.87,51540.7,6.0,6.0,0.0,0.0,0.0,44428.2,57532.2,61939.6,
12952,13260,10788,67,weekly issuance,1993-11-22,1,3,72,Female,1977-05-27,19,,,8.0,4920.5625,54427.5,0.0,0.0,0.0,0.0,0.0,30481.3,33067.7,23307.2,
13072,13380,10884,65,monthly issuance,1995-02-20,1,1,65,Male,1942-09-18,54,,,11.0,-567.0181818181816,13386.8,7.0,7.0,0.0,0.0,0.0,19703.2,33097.9,37900.0,
13104,13412,10911,1,weekly issuance,1993-05-29,1,3,1,Male,1954-03-20,42,,,13.0,-189.36153846153823,31361.3,10.0,9.0,0.0,0.0,0.0,21216.6,37802.6,24212.6,50917.1
13139,13447,10940,50,monthly issuance,1993-09-13,2,3,13,Female,1970-05-05,26,,,5.0,8598.9,43294.5,0.0,0.0,0.0,0.0,0.0,48846.4,38056.3,,
13143,13451,10942,44,weekly issuance,1994-06-05,1,2,44,Female,1955-11-18,41,,,16.0,3124.1875,50487.0,12.0,13.0,0.0,0.0,0.0,78319.6,50301.4,43677.8,57466.8
13172,13480,10963,16,monthly issuance,1995-05-20,1,1,16,Male,1953-06-01,43,,,19.0,-297.15263157894896,41878.1,0.0,17.0,0.0,0.0,0.0,35876.5,111043.8,66009.2,41772.6
13182,13490,10973,18,weekly issuance,1993-04-20,1,3,18,Female,1969-05-25,27,,,5.0,3673.62,53402.7,0.0,4.0,0.0,0.0,0.0,36693.5,68993.5,,
13231,13539,11013,1,weekly issuance,1993-02-14,1,3,63,Male,1978-09-07,18,,,6.0,6752.150000000001,41112.9,1.0,2.0,0.0,0.0,0.0,42171.1,59527.1,600.0,
13240,13548,11021,1,monthly issuance,1993-08-10,1,3,1,Male,1976-03-18,20,,,18.0,-2571.8388888888885,24304.3,0.0,18.0,0.0,2.0,0.0,7506.0,97986.5,38279.2,71269.7
13268,13576,11042,72,monthly issuance,1995-01-29,1,1,72,Male,1974-07-07,22,classic,1995-11-22,10.0,4187.93,42279.3,6.0,6.0,0.0,0.0,0.0,35225.6,37950.2,55488.3,
13282,13590,11054,59,weekly issuance,1996-02-01,1,0,59,Male,1977-08-03,19,,,6.0,-2.233333333332363,15278.6,3.0,2.0,0.0,0.0,0.0,10145.2,52338.7,15292.0,
13295,13603,11065,11,monthly issuance,1993-03-19,1,3,46,Male,1941-07-28,55,,,14.0,1836.4285714285713,38665.0,0.0,10.0,0.0,0.0,0.0,44745.5,38281.2,48063.9,43918.5
13349,13657,11111,1,monthly issuance,1993-05-20,2,3,59,Female,1963-05-12,33,,,8.0,2627.6625000000004,21921.3,6.0,6.0,0.0,0.0,0.0,31411.1,64895.7,47363.4,
13379,13687,11135,75,monthly issuance,1993-10-10,1,3,75,Male,1959-05-23,37,,,4.0,11290.225,45660.9,0.0,0.0,0.0,0.0,0.0,39646.0,21969.0,,
13382,13690,11138,70,weekly issuance,1995-08-18,1,1,70,Male,1963-05-16,33,,,4.0,1518.5750000000007,39079.5,0.0,2.0,0.0,0.0,0.0,61404.2,70081.4,,
13442,13750,11186,12,monthly issuance,1994-11-24,2,2,12,Female,1980-11-13,16,,,22.0,-296.5863636363637,53245.1,18.0,18.0,0.0,0.0,0.0,45123.6,58022.4,32393.5,49870.7
13537,13845,11265,15,monthly issuance,1993-01-14,1,3,15,Male,1973-02-16,23,,,7.0,1773.0,21029.0,4.0,3.0,0.0,0.0,0.0,22777.4,20436.1,26079.8,
13647,13955,11349,1,weekly issuance,1995-05-26,2,1,1,Female,1945-10-30,51,,,4.0,-9619.400000000001,24704.4,1.0,0.0,0.0,0.0,0.0,104039.9,88809.0,,
13660,13968,11359,61,monthly issuance,1994-10-01,1,2,61,Male,1968-04-13,28,classic,1995-06-13,22.0,1121.9363636363635,25682.6,17.0,18.0,0.0,0.0,0.0,31308.5,33737.7,18087.9,35982.2
13663,13971,11362,67,monthly issuance,1995-10-14,1,1,67,Female,1962-10-19,34,,,14.0,1657.107142857143,24199.5,10.0,9.0,10.0,0.0,0.0,26742.8,20419.9,37530.6,44303.1
